,0,1,2,3,4,5,6,7,8
0,0.0,0.0,1.0,3.0,1.0,22.0,1.0,0.0,7.25
1,1.0,0.0,0.0,1.0,0.0,38.0,1.0,0.0,71.2833
2,0.0,0.0,1.0,3.0,0.0,26.0,0.0,0.0,7.925
3,0.0,0.0,1.0,1.0,0.0,35.0,1.0,0.0,53.1
4,0.0,0.0,1.0,3.0,1.0,35.0,0.0,0.0,8.05
5,0.0,1.0,0.0,3.0,1.0,24.0,0.0,0.0,8.4583
6,0.0,0.0,1.0,1.0,1.0,54.0,0.0,0.0,51.8625
7,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,21.075
8,0.0,0.0,1.0,3.0,0.0,27.0,0.0,2.0,11.1333
9,1.0,0.0,0.0,2.0,0.0,14.0,1.0,0.0,30.0708
10,0.0,0.0,1.0,3.0,0.0,4.0,1.0,1.0,16.7
11,0.0,0.0,1.0,1.0,0.0,58.0,0.0,0.0,26.55
12,0.0,0.0,1.0,3.0,1.0,20.0,0.0,0.0,8.05
13,0.0,0.0,1.0,3.0,1.0,39.0,1.0,5.0,31.275
14,0.0,0.0,1.0,3.0,0.0,14.0,0.0,0.0,7.8542
15,0.0,0.0,1.0,2.0,0.0,55.0,0.0,0.0,16.0
16,0.0,1.0,0.0,3.0,1.0,2.0,4.0,1.0,29.125
17,0.0,0.0,1.0,2.0,1.0,24.0,0.0,0.0,13.0
18,0.0,0.0,1.0,3.0,0.0,31.0,1.0,0.0,18.0
19,1.0,0.0,0.0,3.0,0.0,24.0,0.0,0.0,7.225
20,0.0,0.0,1.0,2.0,1.0,35.0,0.0,0.0,26.0
21,0.0,0.0,1.0,2.0,1.0,34.0,0.0,0.0,13.0
22,0.0,1.0,0.0,3.0,0.0,15.0,0.0,0.0,8.0292
23,0.0,0.0,1.0,1.0,1.0,28.0,0.0,0.0,35.5
24,0.0,0.0,1.0,3.0,0.0,8.0,3.0,1.0,21.075
25,0.0,0.0,1.0,3.0,0.0,38.0,1.0,5.0,31.3875
26,1.0,0.0,0.0,3.0,1.0,24.0,0.0,0.0,7.225
27,0.0,0.0,1.0,1.0,1.0,19.0,3.0,2.0,263.0
28,0.0,1.0,0.0,3.0,0.0,24.0,0.0,0.0,7.8792
29,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.8958
30,1.0,0.0,0.0,1.0,1.0,40.0,0.0,0.0,27.7208
31,1.0,0.0,0.0,1.0,0.0,24.0,1.0,0.0,146.5208
32,0.0,1.0,0.0,3.0,0.0,24.0,0.0,0.0,7.75
33,0.0,0.0,1.0,2.0,1.0,66.0,0.0,0.0,10.5
34,1.0,0.0,0.0,1.0,1.0,28.0,1.0,0.0,82.1708
35,0.0,0.0,1.0,1.0,1.0,42.0,1.0,0.0,52.0
36,1.0,0.0,0.0,3.0,1.0,24.0,0.0,0.0,7.2292
37,0.0,0.0,1.0,3.0,1.0,21.0,0.0,0.0,8.05
38,0.0,0.0,1.0,3.0,0.0,18.0,2.0,0.0,18.0
39,1.0,0.0,0.0,3.0,0.0,14.0,1.0,0.0,11.2417
40,0.0,0.0,1.0,3.0,0.0,40.0,1.0,0.0,9.475
41,0.0,0.0,1.0,2.0,0.0,27.0,1.0,0.0,21.0
42,1.0,0.0,0.0,3.0,1.0,24.0,0.0,0.0,7.8958
43,1.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,41.5792
44,0.0,1.0,0.0,3.0,0.0,19.0,0.0,0.0,7.8792
45,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,8.05
46,0.0,1.0,0.0,3.0,1.0,24.0,1.0,0.0,15.5
47,0.0,1.0,0.0,3.0,0.0,24.0,0.0,0.0,7.75
48,1.0,0.0,0.0,3.0,1.0,24.0,2.0,0.0,21.6792
49,0.0,0.0,1.0,3.0,0.0,18.0,1.0,0.0,17.8
50,0.0,0.0,1.0,3.0,1.0,7.0,4.0,1.0,39.6875
51,0.0,0.0,1.0,3.0,1.0,21.0,0.0,0.0,7.8
52,1.0,0.0,0.0,1.0,0.0,49.0,1.0,0.0,76.7292
53,0.0,0.0,1.0,2.0,0.0,29.0,1.0,0.0,26.0
54,1.0,0.0,0.0,1.0,1.0,65.0,0.0,1.0,61.9792
55,0.0,0.0,1.0,1.0,1.0,24.0,0.0,0.0,35.5
56,0.0,0.0,1.0,2.0,0.0,21.0,0.0,0.0,10.5
57,1.0,0.0,0.0,3.0,1.0,28.5,0.0,0.0,7.2292
58,0.0,0.0,1.0,2.0,0.0,5.0,1.0,2.0,27.75
59,0.0,0.0,1.0,3.0,1.0,11.0,5.0,2.0,46.9
60,1.0,0.0,0.0,3.0,1.0,22.0,0.0,0.0,7.2292
61,0.0,0.0,1.0,1.0,0.0,38.0,0.0,0.0,80.0
62,0.0,0.0,1.0,1.0,1.0,45.0,1.0,0.0,83.475
63,0.0,0.0,1.0,3.0,1.0,4.0,3.0,2.0,27.9
64,1.0,0.0,0.0,1.0,1.0,24.0,0.0,0.0,27.7208
65,1.0,0.0,0.0,3.0,1.0,24.0,1.0,1.0,15.2458
66,0.0,0.0,1.0,2.0,0.0,29.0,0.0,0.0,10.5
67,0.0,0.0,1.0,3.0,1.0,19.0,0.0,0.0,8.1583
68,0.0,0.0,1.0,3.0,0.0,17.0,4.0,2.0,7.925
69,0.0,0.0,1.0,3.0,1.0,26.0,2.0,0.0,8.6625
70,0.0,0.0,1.0,2.0,1.0,32.0,0.0,0.0,10.5
71,0.0,0.0,1.0,3.0,0.0,16.0,5.0,2.0,46.9
72,0.0,0.0,1.0,2.0,1.0,21.0,0.0,0.0,73.5
73,1.0,0.0,0.0,3.0,1.0,26.0,1.0,0.0,14.4542
74,0.0,0.0,1.0,3.0,1.0,32.0,0.0,0.0,56.4958
75,0.0,0.0,1.0,3.0,1.0,25.0,0.0,0.0,7.65
76,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.8958
77,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,8.05
78,0.0,0.0,1.0,2.0,1.0,0.83,0.0,2.0,29.0
79,0.0,0.0,1.0,3.0,0.0,30.0,0.0,0.0,12.475
80,0.0,0.0,1.0,3.0,1.0,22.0,0.0,0.0,9.0
81,0.0,0.0,1.0,3.0,1.0,29.0,0.0,0.0,9.5
82,0.0,1.0,0.0,3.0,0.0,24.0,0.0,0.0,7.7875
83,0.0,0.0,1.0,1.0,1.0,28.0,0.0,0.0,47.1
84,0.0,0.0,1.0,2.0,0.0,17.0,0.0,0.0,10.5
85,0.0,0.0,1.0,3.0,0.0,33.0,3.0,0.0,15.85
86,0.0,0.0,1.0,3.0,1.0,16.0,1.0,3.0,34.375
87,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,8.05
88,0.0,0.0,1.0,1.0,0.0,23.0,3.0,2.0,263.0
89,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,8.05
90,0.0,0.0,1.0,3.0,1.0,29.0,0.0,0.0,8.05
91,0.0,0.0,1.0,3.0,1.0,20.0,0.0,0.0,7.8542
92,0.0,0.0,1.0,1.0,1.0,46.0,1.0,0.0,61.175
93,0.0,0.0,1.0,3.0,1.0,26.0,1.0,2.0,20.575
94,0.0,0.0,1.0,3.0,1.0,59.0,0.0,0.0,7.25
95,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,8.05
96,1.0,0.0,0.0,1.0,1.0,71.0,0.0,0.0,34.6542
97,1.0,0.0,0.0,1.0,1.0,23.0,0.0,1.0,63.3583
98,0.0,0.0,1.0,2.0,0.0,34.0,0.0,1.0,23.0
99,0.0,0.0,1.0,2.0,1.0,34.0,1.0,0.0,26.0
100,0.0,0.0,1.0,3.0,0.0,28.0,0.0,0.0,7.8958
101,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.8958
102,0.0,0.0,1.0,1.0,1.0,21.0,0.0,1.0,77.2875
103,0.0,0.0,1.0,3.0,1.0,33.0,0.0,0.0,8.6542
104,0.0,0.0,1.0,3.0,1.0,37.0,2.0,0.0,7.925
105,0.0,0.0,1.0,3.0,1.0,28.0,0.0,0.0,7.8958
106,0.0,0.0,1.0,3.0,0.0,21.0,0.0,0.0,7.65
107,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.775
108,0.0,0.0,1.0,3.0,1.0,38.0,0.0,0.0,7.8958
109,0.0,1.0,0.0,3.0,0.0,24.0,1.0,0.0,24.15
110,0.0,0.0,1.0,1.0,1.0,47.0,0.0,0.0,52.0
111,1.0,0.0,0.0,3.0,0.0,14.5,1.0,0.0,14.4542
112,0.0,0.0,1.0,3.0,1.0,22.0,0.0,0.0,8.05
113,0.0,0.0,1.0,3.0,0.0,20.0,1.0,0.0,9.825
114,1.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,14.4583
115,0.0,0.0,1.0,3.0,1.0,21.0,0.0,0.0,7.925
116,0.0,1.0,0.0,3.0,1.0,70.5,0.0,0.0,7.75
117,0.0,0.0,1.0,2.0,1.0,29.0,1.0,0.0,21.0
118,1.0,0.0,0.0,1.0,1.0,24.0,0.0,1.0,247.5208
119,0.0,0.0,1.0,3.0,0.0,2.0,4.0,2.0,31.275
120,0.0,0.0,1.0,2.0,1.0,21.0,2.0,0.0,73.5
121,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,8.05
122,1.0,0.0,0.0,2.0,1.0,32.5,1.0,0.0,30.0708
123,0.0,0.0,1.0,2.0,0.0,32.5,0.0,0.0,13.0
124,0.0,0.0,1.0,1.0,1.0,54.0,0.0,1.0,77.2875
125,1.0,0.0,0.0,3.0,1.0,12.0,1.0,0.0,11.2417
126,0.0,1.0,0.0,3.0,1.0,24.0,0.0,0.0,7.75
127,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.1417
128,1.0,0.0,0.0,3.0,0.0,24.0,1.0,1.0,22.3583
129,0.0,0.0,1.0,3.0,1.0,45.0,0.0,0.0,6.975
130,1.0,0.0,0.0,3.0,1.0,33.0,0.0,0.0,7.8958
131,0.0,0.0,1.0,3.0,1.0,20.0,0.0,0.0,7.05
132,0.0,0.0,1.0,3.0,0.0,47.0,1.0,0.0,14.5
133,0.0,0.0,1.0,2.0,0.0,29.0,1.0,0.0,26.0
134,0.0,0.0,1.0,2.0,1.0,25.0,0.0,0.0,13.0
135,1.0,0.0,0.0,2.0,1.0,23.0,0.0,0.0,15.0458
136,0.0,0.0,1.0,1.0,0.0,19.0,0.0,2.0,26.2833
137,0.0,0.0,1.0,1.0,1.0,37.0,1.0,0.0,53.1
138,0.0,0.0,1.0,3.0,1.0,16.0,0.0,0.0,9.2167
139,1.0,0.0,0.0,1.0,1.0,24.0,0.0,0.0,79.2
140,1.0,0.0,0.0,3.0,0.0,24.0,0.0,2.0,15.2458
141,0.0,0.0,1.0,3.0,0.0,22.0,0.0,0.0,7.75
142,0.0,0.0,1.0,3.0,0.0,24.0,1.0,0.0,15.85
143,0.0,1.0,0.0,3.0,1.0,19.0,0.0,0.0,6.75
144,0.0,0.0,1.0,2.0,1.0,18.0,0.0,0.0,11.5
145,0.0,0.0,1.0,2.0,1.0,19.0,1.0,1.0,36.75
146,0.0,0.0,1.0,3.0,1.0,27.0,0.0,0.0,7.7958
147,0.0,0.0,1.0,3.0,0.0,9.0,2.0,2.0,34.375
148,0.0,0.0,1.0,2.0,1.0,36.5,0.0,2.0,26.0
149,0.0,0.0,1.0,2.0,1.0,42.0,0.0,0.0,13.0
150,0.0,0.0,1.0,2.0,1.0,51.0,0.0,0.0,12.525
151,0.0,0.0,1.0,1.0,0.0,22.0,1.0,0.0,66.6
152,0.0,0.0,1.0,3.0,1.0,55.5,0.0,0.0,8.05
153,0.0,0.0,1.0,3.0,1.0,40.5,0.0,2.0,14.5
154,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.3125
155,1.0,0.0,0.0,1.0,1.0,51.0,0.0,1.0,61.3792
156,0.0,1.0,0.0,3.0,0.0,16.0,0.0,0.0,7.7333
157,0.0,0.0,1.0,3.0,1.0,30.0,0.0,0.0,8.05
158,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,8.6625
159,0.0,0.0,1.0,3.0,1.0,24.0,8.0,2.0,69.55
160,0.0,0.0,1.0,3.0,1.0,44.0,0.0,1.0,16.1
161,0.0,0.0,1.0,2.0,0.0,40.0,0.0,0.0,15.75
162,0.0,0.0,1.0,3.0,1.0,26.0,0.0,0.0,7.775
163,0.0,0.0,1.0,3.0,1.0,17.0,0.0,0.0,8.6625
164,0.0,0.0,1.0,3.0,1.0,1.0,4.0,1.0,39.6875
165,0.0,0.0,1.0,3.0,1.0,9.0,0.0,2.0,20.525
166,0.0,0.0,1.0,1.0,0.0,24.0,0.0,1.0,55.0
167,0.0,0.0,1.0,3.0,0.0,45.0,1.0,4.0,27.9
168,0.0,0.0,1.0,1.0,1.0,24.0,0.0,0.0,25.925
169,0.0,0.0,1.0,3.0,1.0,28.0,0.0,0.0,56.4958
170,0.0,0.0,1.0,1.0,1.0,61.0,0.0,0.0,33.5
171,0.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,29.125
172,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,11.1333
173,0.0,0.0,1.0,3.0,1.0,21.0,0.0,0.0,7.925
174,1.0,0.0,0.0,1.0,1.0,56.0,0.0,0.0,30.6958
175,0.0,0.0,1.0,3.0,1.0,18.0,1.0,1.0,7.8542
176,0.0,0.0,1.0,3.0,1.0,24.0,3.0,1.0,25.4667
177,1.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,28.7125
178,0.0,0.0,1.0,2.0,1.0,30.0,0.0,0.0,13.0
179,0.0,0.0,1.0,3.0,1.0,36.0,0.0,0.0,0.0
180,0.0,0.0,1.0,3.0,0.0,24.0,8.0,2.0,69.55
181,1.0,0.0,0.0,2.0,1.0,24.0,0.0,0.0,15.05
182,0.0,0.0,1.0,3.0,1.0,9.0,4.0,2.0,31.3875
183,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,39.0
184,0.0,0.0,1.0,3.0,0.0,4.0,0.0,2.0,22.025
185,0.0,0.0,1.0,1.0,1.0,24.0,0.0,0.0,50.0
186,0.0,1.0,0.0,3.0,0.0,24.0,1.0,0.0,15.5
187,0.0,0.0,1.0,1.0,1.0,45.0,0.0,0.0,26.55
188,0.0,1.0,0.0,3.0,1.0,40.0,1.0,1.0,15.5
189,0.0,0.0,1.0,3.0,1.0,36.0,0.0,0.0,7.8958
190,0.0,0.0,1.0,2.0,0.0,32.0,0.0,0.0,13.0
191,0.0,0.0,1.0,2.0,1.0,19.0,0.0,0.0,13.0
192,0.0,0.0,1.0,3.0,0.0,19.0,1.0,0.0,7.8542
193,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,26.0
194,1.0,0.0,0.0,1.0,0.0,44.0,0.0,0.0,27.7208
195,1.0,0.0,0.0,1.0,0.0,58.0,0.0,0.0,146.5208
196,0.0,1.0,0.0,3.0,1.0,24.0,0.0,0.0,7.75
197,0.0,0.0,1.0,3.0,1.0,42.0,0.0,1.0,8.4042
198,0.0,1.0,0.0,3.0,0.0,24.0,0.0,0.0,7.75
199,0.0,0.0,1.0,2.0,0.0,24.0,0.0,0.0,13.0
200,0.0,0.0,1.0,3.0,1.0,28.0,0.0,0.0,9.5
201,0.0,0.0,1.0,3.0,1.0,24.0,8.0,2.0,69.55
202,0.0,0.0,1.0,3.0,1.0,34.0,0.0,0.0,6.4958
203,1.0,0.0,0.0,3.0,1.0,45.5,0.0,0.0,7.225
204,0.0,0.0,1.0,3.0,1.0,18.0,0.0,0.0,8.05
205,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,10.4625
206,0.0,0.0,1.0,3.0,1.0,32.0,1.0,0.0,15.85
207,1.0,0.0,0.0,3.0,1.0,26.0,0.0,0.0,18.7875
208,0.0,1.0,0.0,3.0,0.0,16.0,0.0,0.0,7.75
209,1.0,0.0,0.0,1.0,1.0,40.0,0.0,0.0,31.0
210,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.05
211,0.0,0.0,1.0,2.0,0.0,35.0,0.0,0.0,21.0
212,0.0,0.0,1.0,3.0,1.0,22.0,0.0,0.0,7.25
213,0.0,0.0,1.0,2.0,1.0,30.0,0.0,0.0,13.0
214,0.0,1.0,0.0,3.0,1.0,24.0,1.0,0.0,7.75
215,1.0,0.0,0.0,1.0,0.0,31.0,1.0,0.0,113.275
216,0.0,0.0,1.0,3.0,0.0,27.0,0.0,0.0,7.925
217,0.0,0.0,1.0,2.0,1.0,42.0,1.0,0.0,27.0
218,1.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,76.2917
219,0.0,0.0,1.0,2.0,1.0,30.0,0.0,0.0,10.5
220,0.0,0.0,1.0,3.0,1.0,16.0,0.0,0.0,8.05
221,0.0,0.0,1.0,2.0,1.0,27.0,0.0,0.0,13.0
222,0.0,0.0,1.0,3.0,1.0,51.0,0.0,0.0,8.05
223,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.8958
224,0.0,0.0,1.0,1.0,1.0,38.0,1.0,0.0,90.0
225,0.0,0.0,1.0,3.0,1.0,22.0,0.0,0.0,9.35
226,0.0,0.0,1.0,2.0,1.0,19.0,0.0,0.0,10.5
227,0.0,0.0,1.0,3.0,1.0,20.5,0.0,0.0,7.25
228,0.0,0.0,1.0,2.0,1.0,18.0,0.0,0.0,13.0
229,0.0,0.0,1.0,3.0,0.0,24.0,3.0,1.0,25.4667
230,0.0,0.0,1.0,1.0,0.0,35.0,1.0,0.0,83.475
231,0.0,0.0,1.0,3.0,1.0,29.0,0.0,0.0,7.775
232,0.0,0.0,1.0,2.0,1.0,59.0,0.0,0.0,13.5
233,0.0,0.0,1.0,3.0,0.0,5.0,4.0,2.0,31.3875
234,0.0,0.0,1.0,2.0,1.0,24.0,0.0,0.0,10.5
235,0.0,0.0,1.0,3.0,0.0,24.0,0.0,0.0,7.55
236,0.0,0.0,1.0,2.0,1.0,44.0,1.0,0.0,26.0
237,0.0,0.0,1.0,2.0,0.0,8.0,0.0,2.0,26.25
238,0.0,0.0,1.0,2.0,1.0,19.0,0.0,0.0,10.5
239,0.0,0.0,1.0,2.0,1.0,33.0,0.0,0.0,12.275
240,1.0,0.0,0.0,3.0,0.0,24.0,1.0,0.0,14.4542
241,0.0,1.0,0.0,3.0,0.0,24.0,1.0,0.0,15.5
242,0.0,0.0,1.0,2.0,1.0,29.0,0.0,0.0,10.5
243,0.0,0.0,1.0,3.0,1.0,22.0,0.0,0.0,7.125
244,1.0,0.0,0.0,3.0,1.0,30.0,0.0,0.0,7.225
245,0.0,1.0,0.0,1.0,1.0,44.0,2.0,0.0,90.0
246,0.0,0.0,1.0,3.0,0.0,25.0,0.0,0.0,7.775
247,0.0,0.0,1.0,2.0,0.0,24.0,0.0,2.0,14.5
248,0.0,0.0,1.0,1.0,1.0,37.0,1.0,1.0,52.5542
249,0.0,0.0,1.0,2.0,1.0,54.0,1.0,0.0,26.0
250,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.25
251,0.0,0.0,1.0,3.0,0.0,29.0,1.0,1.0,10.4625
252,0.0,0.0,1.0,1.0,1.0,62.0,0.0,0.0,26.55
253,0.0,0.0,1.0,3.0,1.0,30.0,1.0,0.0,16.1
254,0.0,0.0,1.0,3.0,0.0,41.0,0.0,2.0,20.2125
255,1.0,0.0,0.0,3.0,0.0,29.0,0.0,2.0,15.2458
256,1.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,79.2
257,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,86.5
258,1.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,512.3292
259,0.0,0.0,1.0,2.0,0.0,50.0,0.0,1.0,26.0
260,0.0,1.0,0.0,3.0,1.0,24.0,0.0,0.0,7.75
261,0.0,0.0,1.0,3.0,1.0,3.0,4.0,2.0,31.3875
262,0.0,0.0,1.0,1.0,1.0,52.0,1.0,1.0,79.65
263,0.0,0.0,1.0,1.0,1.0,40.0,0.0,0.0,0.0
264,0.0,1.0,0.0,3.0,0.0,24.0,0.0,0.0,7.75
265,0.0,0.0,1.0,2.0,1.0,36.0,0.0,0.0,10.5
266,0.0,0.0,1.0,3.0,1.0,16.0,4.0,1.0,39.6875
267,0.0,0.0,1.0,3.0,1.0,25.0,1.0,0.0,7.775
268,0.0,0.0,1.0,1.0,0.0,58.0,0.0,1.0,153.4625
269,0.0,0.0,1.0,1.0,0.0,35.0,0.0,0.0,135.6333
270,0.0,0.0,1.0,1.0,1.0,24.0,0.0,0.0,31.0
271,0.0,0.0,1.0,3.0,1.0,25.0,0.0,0.0,0.0
272,0.0,0.0,1.0,2.0,0.0,41.0,0.0,1.0,19.5
273,1.0,0.0,0.0,1.0,1.0,37.0,0.0,1.0,29.7
274,0.0,1.0,0.0,3.0,0.0,24.0,0.0,0.0,7.75
275,0.0,0.0,1.0,1.0,0.0,63.0,1.0,0.0,77.9583
276,0.0,0.0,1.0,3.0,0.0,45.0,0.0,0.0,7.75
277,0.0,0.0,1.0,2.0,1.0,24.0,0.0,0.0,0.0
278,0.0,1.0,0.0,3.0,1.0,7.0,4.0,1.0,29.125
279,0.0,0.0,1.0,3.0,0.0,35.0,1.0,1.0,20.25
280,0.0,1.0,0.0,3.0,1.0,65.0,0.0,0.0,7.75
281,0.0,0.0,1.0,3.0,1.0,28.0,0.0,0.0,7.8542
282,0.0,0.0,1.0,3.0,1.0,16.0,0.0,0.0,9.5
283,0.0,0.0,1.0,3.0,1.0,19.0,0.0,0.0,8.05
284,0.0,0.0,1.0,1.0,1.0,24.0,0.0,0.0,26.0
285,1.0,0.0,0.0,3.0,1.0,33.0,0.0,0.0,8.6625
286,0.0,0.0,1.0,3.0,1.0,30.0,0.0,0.0,9.5
287,0.0,0.0,1.0,3.0,1.0,22.0,0.0,0.0,7.8958
288,0.0,0.0,1.0,2.0,1.0,42.0,0.0,0.0,13.0
289,0.0,1.0,0.0,3.0,0.0,22.0,0.0,0.0,7.75
290,0.0,0.0,1.0,1.0,0.0,26.0,0.0,0.0,78.85
291,1.0,0.0,0.0,1.0,0.0,19.0,1.0,0.0,91.0792
292,1.0,0.0,0.0,2.0,1.0,36.0,0.0,0.0,12.875
293,0.0,0.0,1.0,3.0,0.0,24.0,0.0,0.0,8.85
294,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.8958
295,1.0,0.0,0.0,1.0,1.0,24.0,0.0,0.0,27.7208
296,1.0,0.0,0.0,3.0,1.0,23.5,0.0,0.0,7.2292
297,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,151.55
